,W,H,C_IN,KERNEL_SIZE,C_OUT (filters count),STRIDE,PAD,,Layer name
,16,16,8,1,128,2,0,,Test 1299
,16,16,8,1,128,2,1,,Test 1300
,16,16,8,1,256,1,0,,Test 1301
,16,16,8,1,256,1,1,,Test 1302
,16,16,8,1,256,2,0,,Test 1303
,16,16,8,1,256,2,1,,Test 1304
,16,16,8,1,512,1,0,,Test 1305
,16,16,8,1,512,1,1,,Test 1306
,16,16,8,1,512,2,0,,Test 1307
,16,16,8,1,512,2,1,,Test 1308
,16,16,8,1,1024,1,0,,Test 1309
,16,16,8,1,1024,1,1,,Test 1310
,16,16,8,1,1024,2,0,,Test 1311
,16,16,8,1,1024,2,1,,Test 1312
,16,16,8,3,8,1,0,,Test 1313
,16,16,8,3,8,1,1,,Test 1314
,16,16,8,3,8,2,0,,Test 1315
,16,16,8,3,8,2,1,,Test 1316
,16,16,8,3,16,1,0,,Test 1317
,16,16,8,3,16,1,1,,Test 1318
,16,16,8,3,16,2,0,,Test 1319
,16,16,8,3,16,2,1,,Test 1320
,16,16,8,3,32,1,0,,Test 1321
,16,16,8,3,32,1,1,,Test 1322
,16,16,8,3,32,2,0,,Test 1323
,16,16,8,3,32,2,1,,Test 1324
,16,16,8,3,64,1,0,,Test 1325
,16,16,8,3,64,1,1,,Test 1326
,16,16,8,3,64,2,0,,Test 1327
,16,16,8,3,64,2,1,,Test 1328
,16,16,8,3,128,1,0,,Test 1329
,16,16,8,3,128,1,1,,Test 1330
,16,16,8,3,128,2,0,,Test 1331
,16,16,8,3,128,2,1,,Test 1332
,16,16,8,3,256,1,0,,Test 1333
,16,16,8,3,256,1,1,,Test 1334
,16,16,8,3,256,2,0,,Test 1335
,16,16,8,3,256,2,1,,Test 1336
,16,16,8,3,512,1,0,,Test 1337
,16,16,8,3,512,1,1,,Test 1338
,16,16,8,3,512,2,0,,Test 1339
,16,16,8,3,512,2,1,,Test 1340
,16,16,8,3,1024,1,0,,Test 1341
,16,16,8,3,1024,1,1,,Test 1342
,16,16,8,3,1024,2,0,,Test 1343
,16,16,8,3,1024,2,1,,Test 1344
,16,16,8,5,8,1,0,,Test 1345
,16,16,8,5,8,1,1,,Test 1346
,16,16,8,5,8,2,0,,Test 1347
,16,16,8,5,8,2,1,,Test 1348
,16,16,8,5,16,1,0,,Test 1349
,16,16,8,5,16,1,1,,Test 1350
,16,16,8,5,16,2,0,,Test 1351
,16,16,8,5,16,2,1,,Test 1352
,16,16,8,5,32,1,0,,Test 1353
,16,16,8,5,32,1,1,,Test 1354
,16,16,8,5,32,2,0,,Test 1355
,16,16,8,5,32,2,1,,Test 1356
,16,16,8,5,64,1,0,,Test 1357
,16,16,8,5,64,1,1,,Test 1358
,16,16,8,5,64,2,0,,Test 1359
,16,16,8,5,64,2,1,,Test 1360
,16,16,8,5,128,1,0,,Test 1361
,16,16,8,5,128,1,1,,Test 1362
,16,16,8,5,128,2,0,,Test 1363
,16,16,8,5,128,2,1,,Test 1364
,16,16,8,5,256,1,0,,Test 1365
,16,16,8,5,256,1,1,,Test 1366
,16,16,8,5,256,2,0,,Test 1367
,16,16,8,5,256,2,1,,Test 1368
,16,16,8,5,512,1,0,,Test 1369
,16,16,8,5,512,1,1,,Test 1370
,16,16,8,5,512,2,0,,Test 1371
,16,16,8,5,512,2,1,,Test 1372
,16,16,8,5,1024,1,0,,Test 1373
,16,16,8,5,1024,1,1,,Test 1374
,16,16,8,5,1024,2,0,,Test 1375
,16,16,8,5,1024,2,1,,Test 1376
,16,16,8,7,8,1,0,,Test 1377
,16,16,8,7,8,1,1,,Test 1378
,16,16,8,7,8,2,0,,Test 1379
,16,16,8,7,8,2,1,,Test 1380
,16,16,8,7,16,1,0,,Test 1381
,16,16,8,7,16,1,1,,Test 1382
,16,16,8,7,16,2,0,,Test 1383
,16,16,8,7,16,2,1,,Test 1384
,16,16,8,7,32,1,0,,Test 1385
,16,16,8,7,32,1,1,,Test 1386
,16,16,8,7,32,2,0,,Test 1387
,16,16,8,7,32,2,1,,Test 1388
,16,16,8,7,64,1,0,,Test 1389
,16,16,8,7,64,1,1,,Test 1390
,16,16,8,7,64,2,0,,Test 1391
,16,16,8,7,64,2,1,,Test 1392
,16,16,8,7,128,1,0,,Test 1393
,16,16,8,7,128,1,1,,Test 1394
,16,16,8,7,128,2,0,,Test 1395
,16,16,8,7,128,2,1,,Test 1396
,16,16,8,7,256,1,0,,Test 1397
,16,16,8,7,256,1,1,,Test 1398
,16,16,8,7,256,2,0,,Test 1399
,16,16,8,7,256,2,1,,Test 1400
,16,16,8,7,512,1,0,,Test 1401
,16,16,8,7,512,1,1,,Test 1402
,16,16,8,7,512,2,0,,Test 1403
,16,16,8,7,512,2,1,,Test 1404
,16,16,8,7,1024,1,0,,Test 1405
,16,16,8,7,1024,1,1,,Test 1406
,16,16,8,7,1024,2,0,,Test 1407
,16,16,8,7,1024,2,1,,Test 1408
,16,16,16,1,8,1,0,,Test 1409
,16,16,16,1,8,1,1,,Test 1410
,16,16,16,1,8,2,0,,Test 1411
,16,16,16,1,8,2,1,,Test 1412
,16,16,16,1,16,1,0,,Test 1413
,16,16,16,1,16,1,1,,Test 1414
,16,16,16,1,16,2,0,,Test 1415
,16,16,16,1,16,2,1,,Test 1416
,16,16,16,1,32,1,0,,Test 1417
,16,16,16,1,32,1,1,,Test 1418
,16,16,16,1,32,2,0,,Test 1419
,16,16,16,1,32,2,1,,Test 1420
,16,16,16,1,64,1,0,,Test 1421
,16,16,16,1,64,1,1,,Test 1422
,16,16,16,1,64,2,0,,Test 1423
,16,16,16,1,64,2,1,,Test 1424
,16,16,16,1,128,1,0,,Test 1425
,16,16,16,1,128,1,1,,Test 1426
,16,16,16,1,128,2,0,,Test 1427
,16,16,16,1,128,2,1,,Test 1428
,16,16,16,1,256,1,0,,Test 1429
,16,16,16,1,256,1,1,,Test 1430
,16,16,16,1,256,2,0,,Test 1431
,16,16,16,1,256,2,1,,Test 1432
,16,16,16,1,512,1,0,,Test 1433
,16,16,16,1,512,1,1,,Test 1434
,16,16,16,1,512,2,0,,Test 1435
,16,16,16,1,512,2,1,,Test 1436
,16,16,16,1,1024,1,0,,Test 1437
,16,16,16,1,1024,1,1,,Test 1438
,16,16,16,1,1024,2,0,,Test 1439
,16,16,16,1,1024,2,1,,Test 1440
,16,16,16,3,8,1,0,,Test 1441
,16,16,16,3,8,1,1,,Test 1442
,16,16,16,3,8,2,0,,Test 1443
,16,16,16,3,8,2,1,,Test 1444
,16,16,16,3,16,1,0,,Test 1445
,16,16,16,3,16,1,1,,Test 1446
,16,16,16,3,16,2,0,,Test 1447
,16,16,16,3,16,2,1,,Test 1448
,16,16,16,3,32,1,0,,Test 1449
,16,16,16,3,32,1,1,,Test 1450
,16,16,16,3,32,2,0,,Test 1451
,16,16,16,3,32,2,1,,Test 1452
,16,16,16,3,64,1,0,,Test 1453
,16,16,16,3,64,1,1,,Test 1454
,16,16,16,3,64,2,0,,Test 1455
,16,16,16,3,64,2,1,,Test 1456
,16,16,16,3,128,1,0,,Test 1457
,16,16,16,3,128,1,1,,Test 1458
,16,16,16,3,128,2,0,,Test 1459
,16,16,16,3,128,2,1,,Test 1460
,16,16,16,3,256,1,0,,Test 1461
,16,16,16,3,256,1,1,,Test 1462
,16,16,16,3,256,2,0,,Test 1463
,16,16,16,3,256,2,1,,Test 1464
,16,16,16,3,512,1,0,,Test 1465
,16,16,16,3,512,1,1,,Test 1466
,16,16,16,3,512,2,0,,Test 1467
,16,16,16,3,512,2,1,,Test 1468
,16,16,16,3,1024,1,0,,Test 1469
,16,16,16,3,1024,1,1,,Test 1470
,16,16,16,3,1024,2,0,,Test 1471
,16,16,16,3,1024,2,1,,Test 1472
,16,16,16,5,8,1,0,,Test 1473
,16,16,16,5,8,1,1,,Test 1474
,16,16,16,5,8,2,0,,Test 1475
,16,16,16,5,8,2,1,,Test 1476
,16,16,16,5,16,1,0,,Test 1477
,16,16,16,5,16,1,1,,Test 1478
,16,16,16,5,16,2,0,,Test 1479
,16,16,16,5,16,2,1,,Test 1480
,16,16,16,5,32,1,0,,Test 1481
,16,16,16,5,32,1,1,,Test 1482
,16,16,16,5,32,2,0,,Test 1483
,16,16,16,5,32,2,1,,Test 1484
,16,16,16,5,64,1,0,,Test 1485
,16,16,16,5,64,1,1,,Test 1486
,16,16,16,5,64,2,0,,Test 1487
,16,16,16,5,64,2,1,,Test 1488
,16,16,16,5,128,1,0,,Test 1489
,16,16,16,5,128,1,1,,Test 1490
,16,16,16,5,128,2,0,,Test 1491
,16,16,16,5,128,2,1,,Test 1492
,16,16,16,5,256,1,0,,Test 1493
,16,16,16,5,256,1,1,,Test 1494
,16,16,16,5,256,2,0,,Test 1495
,16,16,16,5,256,2,1,,Test 1496
,16,16,16,5,512,1,0,,Test 1497
,16,16,16,5,512,1,1,,Test 1498
,16,16,16,5,512,2,0,,Test 1499
,16,16,16,5,512,2,1,,Test 1500
,16,16,16,5,1024,1,0,,Test 1501
,16,16,16,5,1024,1,1,,Test 1502
,16,16,16,5,1024,2,0,,Test 1503
,16,16,16,5,1024,2,1,,Test 1504
,16,16,16,7,8,1,0,,Test 1505
,16,16,16,7,8,1,1,,Test 1506
,16,16,16,7,8,2,0,,Test 1507
,16,16,16,7,8,2,1,,Test 1508
,16,16,16,7,16,1,0,,Test 1509
,16,16,16,7,16,1,1,,Test 1510
,16,16,16,7,16,2,0,,Test 1511
,16,16,16,7,16,2,1,,Test 1512
,16,16,16,7,32,1,0,,Test 1513
,16,16,16,7,32,1,1,,Test 1514
,16,16,16,7,32,2,0,,Test 1515
,16,16,16,7,32,2,1,,Test 1516
,16,16,16,7,64,1,0,,Test 1517
,16,16,16,7,64,1,1,,Test 1518
,16,16,16,7,64,2,0,,Test 1519
,16,16,16,7,64,2,1,,Test 1520
,16,16,16,7,128,1,0,,Test 1521
,16,16,16,7,128,1,1,,Test 1522
,16,16,16,7,128,2,0,,Test 1523
,16,16,16,7,128,2,1,,Test 1524
,16,16,16,7,256,1,0,,Test 1525
,16,16,16,7,256,1,1,,Test 1526
,16,16,16,7,256,2,0,,Test 1527
,16,16,16,7,256,2,1,,Test 1528
,16,16,16,7,512,1,0,,Test 1529
,16,16,16,7,512,1,1,,Test 1530
,16,16,16,7,512,2,0,,Test 1531
,16,16,16,7,512,2,1,,Test 1532
,16,16,16,7,1024,1,0,,Test 1533
,16,16,16,7,1024,1,1,,Test 1534
,16,16,16,7,1024,2,0,,Test 1535
,16,16,16,7,1024,2,1,,Test 1536
,16,16,32,1,8,1,0,,Test 1537
,16,16,32,1,8,1,1,,Test 1538
,16,16,32,1,8,2,0,,Test 1539
,16,16,32,1,8,2,1,,Test 1540
,16,16,32,1,16,1,0,,Test 1541
,16,16,32,1,16,1,1,,Test 1542
,16,16,32,1,16,2,0,,Test 1543
,16,16,32,1,16,2,1,,Test 1544
,16,16,32,1,32,1,0,,Test 1545
,16,16,32,1,32,1,1,,Test 1546
,16,16,32,1,32,2,0,,Test 1547
,16,16,32,1,32,2,1,,Test 1548
,16,16,32,1,64,1,0,,Test 1549
,16,16,32,1,64,1,1,,Test 1550
,16,16,32,1,64,2,0,,Test 1551
,16,16,32,1,64,2,1,,Test 1552
,16,16,32,1,128,1,0,,Test 1553
,16,16,32,1,128,1,1,,Test 1554
,16,16,32,1,128,2,0,,Test 1555
,16,16,32,1,128,2,1,,Test 1556
,16,16,32,1,256,1,0,,Test 1557
,16,16,32,1,256,1,1,,Test 1558
,16,16,32,1,256,2,0,,Test 1559
,16,16,32,1,256,2,1,,Test 1560
,16,16,32,1,512,1,0,,Test 1561
,16,16,32,1,512,1,1,,Test 1562
,16,16,32,1,512,2,0,,Test 1563
,16,16,32,1,512,2,1,,Test 1564
,16,16,32,1,1024,1,0,,Test 1565
,16,16,32,1,1024,1,1,,Test 1566
,16,16,32,1,1024,2,0,,Test 1567
,16,16,32,1,1024,2,1,,Test 1568
,16,16,32,3,8,1,0,,Test 1569
,16,16,32,3,8,1,1,,Test 1570
,16,16,32,3,8,2,0,,Test 1571
,16,16,32,3,8,2,1,,Test 1572
,16,16,32,3,16,1,0,,Test 1573
,16,16,32,3,16,1,1,,Test 1574
,16,16,32,3,16,2,0,,Test 1575
,16,16,32,3,16,2,1,,Test 1576
,16,16,32,3,32,1,0,,Test 1577
,16,16,32,3,32,1,1,,Test 1578
,16,16,32,3,32,2,0,,Test 1579
,16,16,32,3,32,2,1,,Test 1580
,16,16,32,3,64,1,0,,Test 1581
,16,16,32,3,64,1,1,,Test 1582
,16,16,32,3,64,2,0,,Test 1583
,16,16,32,3,64,2,1,,Test 1584
,16,16,32,3,128,1,0,,Test 1585
,16,16,32,3,128,1,1,,Test 1586
,16,16,32,3,128,2,0,,Test 1587
,16,16,32,3,128,2,1,,Test 1588
,16,16,32,3,256,1,0,,Test 1589
,16,16,32,3,256,1,1,,Test 1590
,16,16,32,3,256,2,0,,Test 1591
,16,16,32,3,256,2,1,,Test 1592
,16,16,32,3,512,1,0,,Test 1593
,16,16,32,3,512,1,1,,Test 1594
,16,16,32,3,512,2,0,,Test 1595
,16,16,32,3,512,2,1,,Test 1596
,16,16,32,3,1024,1,0,,Test 1597
,16,16,32,3,1024,1,1,,Test 1598
,16,16,32,3,1024,2,0,,Test 1599
,16,16,32,3,1024,2,1,,Test 1600
,16,16,32,5,8,1,0,,Test 1601
,16,16,32,5,8,1,1,,Test 1602
,16,16,32,5,8,2,0,,Test 1603
,16,16,32,5,8,2,1,,Test 1604
,16,16,32,5,16,1,0,,Test 1605
,16,16,32,5,16,1,1,,Test 1606
,16,16,32,5,16,2,0,,Test 1607
,16,16,32,5,16,2,1,,Test 1608
,16,16,32,5,32,1,0,,Test 1609
,16,16,32,5,32,1,1,,Test 1610
,16,16,32,5,32,2,0,,Test 1611
,16,16,32,5,32,2,1,,Test 1612
,16,16,32,5,64,1,0,,Test 1613
,16,16,32,5,64,1,1,,Test 1614
,16,16,32,5,64,2,0,,Test 1615
,16,16,32,5,64,2,1,,Test 1616
,16,16,32,5,128,1,0,,Test 1617
,16,16,32,5,128,1,1,,Test 1618
,16,16,32,5,128,2,0,,Test 1619
,16,16,32,5,128,2,1,,Test 1620
,16,16,32,5,256,1,0,,Test 1621
,16,16,32,5,256,1,1,,Test 1622
,16,16,32,5,256,2,0,,Test 1623
,16,16,32,5,256,2,1,,Test 1624
,16,16,32,5,512,1,0,,Test 1625
,16,16,32,5,512,1,1,,Test 1626
,16,16,32,5,512,2,0,,Test 1627
,16,16,32,5,512,2,1,,Test 1628
,16,16,32,5,1024,1,0,,Test 1629
,16,16,32,5,1024,1,1,,Test 1630
,16,16,32,5,1024,2,0,,Test 1631
,16,16,32,5,1024,2,1,,Test 1632
,16,16,32,7,8,1,0,,Test 1633
,16,16,32,7,8,1,1,,Test 1634
,16,16,32,7,8,2,0,,Test 1635
,16,16,32,7,8,2,1,,Test 1636
,16,16,32,7,16,1,0,,Test 1637
,16,16,32,7,16,1,1,,Test 1638
,16,16,32,7,16,2,0,,Test 1639
,16,16,32,7,16,2,1,,Test 1640
,16,16,32,7,32,1,0,,Test 1641
,16,16,32,7,32,1,1,,Test 1642
,16,16,32,7,32,2,0,,Test 1643
,16,16,32,7,32,2,1,,Test 1644
,16,16,32,7,64,1,0,,Test 1645
,16,16,32,7,64,1,1,,Test 1646
,16,16,32,7,64,2,0,,Test 1647
,16,16,32,7,64,2,1,,Test 1648
,16,16,32,7,128,1,0,,Test 1649
,16,16,32,7,128,1,1,,Test 1650
,16,16,32,7,128,2,0,,Test 1651
,16,16,32,7,128,2,1,,Test 1652
,16,16,32,7,256,1,0,,Test 1653
,16,16,32,7,256,1,1,,Test 1654
,16,16,32,7,256,2,0,,Test 1655
,16,16,32,7,256,2,1,,Test 1656
,16,16,32,7,512,1,0,,Test 1657
,16,16,32,7,512,1,1,,Test 1658
,16,16,32,7,512,2,0,,Test 1659
,16,16,32,7,512,2,1,,Test 1660
,16,16,32,7,1024,1,0,,Test 1661
,16,16,32,7,1024,1,1,,Test 1662
,16,16,32,7,1024,2,0,,Test 1663
,16,16,32,7,1024,2,1,,Test 1664
,16,16,64,1,8,1,0,,Test 1665
,16,16,64,1,8,1,1,,Test 1666
,16,16,64,1,8,2,0,,Test 1667
,16,16,64,1,8,2,1,,Test 1668
,16,16,64,1,16,1,0,,Test 1669
,16,16,64,1,16,1,1,,Test 1670
,16,16,64,1,16,2,0,,Test 1671
,16,16,64,1,16,2,1,,Test 1672
,16,16,64,1,32,1,0,,Test 1673
,16,16,64,1,32,1,1,,Test 1674
,16,16,64,1,32,2,0,,Test 1675
,16,16,64,1,32,2,1,,Test 1676
,16,16,64,1,64,1,0,,Test 1677
,16,16,64,1,64,1,1,,Test 1678
,16,16,64,1,64,2,0,,Test 1679
,16,16,64,1,64,2,1,,Test 1680
,16,16,64,1,128,1,0,,Test 1681
,16,16,64,1,128,1,1,,Test 1682
,16,16,64,1,128,2,0,,Test 1683
,16,16,64,1,128,2,1,,Test 1684
,16,16,64,1,256,1,0,,Test 1685
,16,16,64,1,256,1,1,,Test 1686
,16,16,64,1,256,2,0,,Test 1687
,16,16,64,1,256,2,1,,Test 1688
,16,16,64,1,512,1,0,,Test 1689
,16,16,64,1,512,1,1,,Test 1690
,16,16,64,1,512,2,0,,Test 1691
,16,16,64,1,512,2,1,,Test 1692
,16,16,64,1,1024,1,0,,Test 1693
,16,16,64,1,1024,1,1,,Test 1694
,16,16,64,1,1024,2,0,,Test 1695
,16,16,64,1,1024,2,1,,Test 1696
,16,16,64,3,8,1,0,,Test 1697
,16,16,64,3,8,1,1,,Test 1698
,16,16,64,3,8,2,0,,Test 1699
,16,16,64,3,8,2,1,,Test 1700
,16,16,64,3,16,1,0,,Test 1701
,16,16,64,3,16,1,1,,Test 1702
,16,16,64,3,16,2,0,,Test 1703
,16,16,64,3,16,2,1,,Test 1704
,16,16,64,3,32,1,0,,Test 1705
,16,16,64,3,32,1,1,,Test 1706
,16,16,64,3,32,2,0,,Test 1707
,16,16,64,3,32,2,1,,Test 1708
,16,16,64,3,64,1,0,,Test 1709
,16,16,64,3,64,1,1,,Test 1710
,16,16,64,3,64,2,0,,Test 1711
,16,16,64,3,64,2,1,,Test 1712
,16,16,64,3,128,1,0,,Test 1713
,16,16,64,3,128,1,1,,Test 1714
,16,16,64,3,128,2,0,,Test 1715
,16,16,64,3,128,2,1,,Test 1716
,16,16,64,3,256,1,0,,Test 1717
,16,16,64,3,256,1,1,,Test 1718
,16,16,64,3,256,2,0,,Test 1719
,16,16,64,3,256,2,1,,Test 1720
,16,16,64,3,512,1,0,,Test 1721
,16,16,64,3,512,1,1,,Test 1722
,16,16,64,3,512,2,0,,Test 1723
,16,16,64,3,512,2,1,,Test 1724
,16,16,64,3,1024,1,0,,Test 1725
,16,16,64,3,1024,1,1,,Test 1726
,16,16,64,3,1024,2,0,,Test 1727
,16,16,64,3,1024,2,1,,Test 1728
,16,16,64,5,8,1,0,,Test 1729
,16,16,64,5,8,1,1,,Test 1730
,16,16,64,5,8,2,0,,Test 1731
,16,16,64,5,8,2,1,,Test 1732
,16,16,64,5,16,1,0,,Test 1733
,16,16,64,5,16,1,1,,Test 1734
,16,16,64,5,16,2,0,,Test 1735
,16,16,64,5,16,2,1,,Test 1736
,16,16,64,5,32,1,0,,Test 1737
,16,16,64,5,32,1,1,,Test 1738
,16,16,64,5,32,2,0,,Test 1739
,16,16,64,5,32,2,1,,Test 1740
,16,16,64,5,64,1,0,,Test 1741
,16,16,64,5,64,1,1,,Test 1742
,16,16,64,5,64,2,0,,Test 1743
,16,16,64,5,64,2,1,,Test 1744
,16,16,64,5,128,1,0,,Test 1745
,16,16,64,5,128,1,1,,Test 1746
,16,16,64,5,128,2,0,,Test 1747
,16,16,64,5,128,2,1,,Test 1748
,16,16,64,5,256,1,0,,Test 1749
,16,16,64,5,256,1,1,,Test 1750
,16,16,64,5,256,2,0,,Test 1751
,16,16,64,5,256,2,1,,Test 1752
,16,16,64,5,512,1,0,,Test 1753
,16,16,64,5,512,1,1,,Test 1754
,16,16,64,5,512,2,0,,Test 1755
,16,16,64,5,512,2,1,,Test 1756
,16,16,64,5,1024,1,0,,Test 1757
,16,16,64,5,1024,1,1,,Test 1758
,16,16,64,5,1024,2,0,,Test 1759
,16,16,64,5,1024,2,1,,Test 1760
,16,16,64,7,8,1,0,,Test 1761
,16,16,64,7,8,1,1,,Test 1762
,16,16,64,7,8,2,0,,Test 1763
,16,16,64,7,8,2,1,,Test 1764
,16,16,64,7,16,1,0,,Test 1765
,16,16,64,7,16,1,1,,Test 1766
,16,16,64,7,16,2,0,,Test 1767
,16,16,64,7,16,2,1,,Test 1768
,16,16,64,7,32,1,0,,Test 1769
,16,16,64,7,32,1,1,,Test 1770
,16,16,64,7,32,2,0,,Test 1771
,16,16,64,7,32,2,1,,Test 1772
,16,16,64,7,64,1,0,,Test 1773
,16,16,64,7,64,1,1,,Test 1774
,16,16,64,7,64,2,0,,Test 1775
,16,16,64,7,64,2,1,,Test 1776
,16,16,64,7,128,1,0,,Test 1777
,16,16,64,7,128,1,1,,Test 1778
,16,16,64,7,128,2,0,,Test 1779
,16,16,64,7,128,2,1,,Test 1780
,16,16,64,7,256,1,0,,Test 1781
,16,16,64,7,256,1,1,,Test 1782
,16,16,64,7,256,2,0,,Test 1783
,16,16,64,7,256,2,1,,Test 1784
,16,16,64,7,512,1,0,,Test 1785
,16,16,64,7,512,1,1,,Test 1786
,16,16,64,7,512,2,0,,Test 1787
,16,16,64,7,512,2,1,,Test 1788
,16,16,64,7,1024,1,0,,Test 1789
,16,16,64,7,1024,1,1,,Test 1790
,16,16,64,7,1024,2,0,,Test 1791
,16,16,64,7,1024,2,1,,Test 1792
,16,16,128,1,8,1,0,,Test 1793
,16,16,128,1,8,1,1,,Test 1794
,16,16,128,1,8,2,0,,Test 1795
,16,16,128,1,8,2,1,,Test 1796
,16,16,128,1,16,1,0,,Test 1797
,16,16,128,1,16,1,1,,Test 1798
,16,16,128,1,16,2,0,,Test 1799
,16,16,128,1,16,2,1,,Test 1800
,16,16,128,1,32,1,0,,Test 1801
,16,16,128,1,32,1,1,,Test 1802
,16,16,128,1,32,2,0,,Test 1803
,16,16,128,1,32,2,1,,Test 1804
,16,16,128,1,64,1,0,,Test 1805
,16,16,128,1,64,1,1,,Test 1806
,16,16,128,1,64,2,0,,Test 1807
,16,16,128,1,64,2,1,,Test 1808
,16,16,128,1,128,1,0,,Test 1809
,16,16,128,1,128,1,1,,Test 1810
,16,16,128,1,128,2,0,,Test 1811
,16,16,128,1,128,2,1,,Test 1812
,16,16,128,1,256,1,0,,Test 1813
,16,16,128,1,256,1,1,,Test 1814
,16,16,128,1,256,2,0,,Test 1815
,16,16,128,1,256,2,1,,Test 1816
,16,16,128,1,512,1,0,,Test 1817
,16,16,128,1,512,1,1,,Test 1818
,16,16,128,1,512,2,0,,Test 1819
,16,16,128,1,512,2,1,,Test 1820
,16,16,128,1,1024,1,0,,Test 1821
,16,16,128,1,1024,1,1,,Test 1822
,16,16,128,1,1024,2,0,,Test 1823
,16,16,128,1,1024,2,1,,Test 1824
,16,16,128,3,8,1,0,,Test 1825
,16,16,128,3,8,1,1,,Test 1826
,16,16,128,3,8,2,0,,Test 1827
,16,16,128,3,8,2,1,,Test 1828
,16,16,128,3,16,1,0,,Test 1829
,16,16,128,3,16,1,1,,Test 1830
,16,16,128,3,16,2,0,,Test 1831
,16,16,128,3,16,2,1,,Test 1832
,16,16,128,3,32,1,0,,Test 1833
,16,16,128,3,32,1,1,,Test 1834
,16,16,128,3,32,2,0,,Test 1835
,16,16,128,3,32,2,1,,Test 1836
,16,16,128,3,64,1,0,,Test 1837
,16,16,128,3,64,1,1,,Test 1838
,16,16,128,3,64,2,0,,Test 1839
,16,16,128,3,64,2,1,,Test 1840
,16,16,128,3,128,1,0,,Test 1841
,16,16,128,3,128,1,1,,Test 1842
,16,16,128,3,128,2,0,,Test 1843
,16,16,128,3,128,2,1,,Test 1844
,16,16,128,3,256,1,0,,Test 1845
,16,16,128,3,256,1,1,,Test 1846
,16,16,128,3,256,2,0,,Test 1847
,16,16,128,3,256,2,1,,Test 1848
,16,16,128,3,512,1,0,,Test 1849
,16,16,128,3,512,1,1,,Test 1850
,16,16,128,3,512,2,0,,Test 1851
,16,16,128,3,512,2,1,,Test 1852
,16,16,128,3,1024,1,0,,Test 1853
,16,16,128,3,1024,1,1,,Test 1854
,16,16,128,3,1024,2,0,,Test 1855
,16,16,128,3,1024,2,1,,Test 1856
,16,16,128,5,8,1,0,,Test 1857
,16,16,128,5,8,1,1,,Test 1858
,16,16,128,5,8,2,0,,Test 1859
,16,16,128,5,8,2,1,,Test 1860
,16,16,128,5,16,1,0,,Test 1861
,16,16,128,5,16,1,1,,Test 1862
,16,16,128,5,16,2,0,,Test 1863
,16,16,128,5,16,2,1,,Test 1864
,16,16,128,5,32,1,0,,Test 1865
,16,16,128,5,32,1,1,,Test 1866
,16,16,128,5,32,2,0,,Test 1867
,16,16,128,5,32,2,1,,Test 1868
,16,16,128,5,64,1,0,,Test 1869
,16,16,128,5,64,1,1,,Test 1870
,16,16,128,5,64,2,0,,Test 1871
,16,16,128,5,64,2,1,,Test 1872
,16,16,128,5,128,1,0,,Test 1873
,16,16,128,5,128,1,1,,Test 1874
,16,16,128,5,128,2,0,,Test 1875
,16,16,128,5,128,2,1,,Test 1876
,16,16,128,5,256,1,0,,Test 1877
,16,16,128,5,256,1,1,,Test 1878
,16,16,128,5,256,2,0,,Test 1879
,16,16,128,5,256,2,1,,Test 1880
,16,16,128,5,512,1,0,,Test 1881
,16,16,128,5,512,1,1,,Test 1882
,16,16,128,5,512,2,0,,Test 1883
,16,16,128,5,512,2,1,,Test 1884
,16,16,128,5,1024,1,0,,Test 1885
,16,16,128,5,1024,1,1,,Test 1886
,16,16,128,5,1024,2,0,,Test 1887
,16,16,128,5,1024,2,1,,Test 1888
,16,16,128,7,8,1,0,,Test 1889
,16,16,128,7,8,1,1,,Test 1890
,16,16,128,7,8,2,0,,Test 1891
,16,16,128,7,8,2,1,,Test 1892
,16,16,128,7,16,1,0,,Test 1893
,16,16,128,7,16,1,1,,Test 1894
,16,16,128,7,16,2,0,,Test 1895
,16,16,128,7,16,2,1,,Test 1896
,16,16,128,7,32,1,0,,Test 1897
,16,16,128,7,32,1,1,,Test 1898
,16,16,128,7,32,2,0,,Test 1899
,16,16,128,7,32,2,1,,Test 1900
,16,16,128,7,64,1,0,,Test 1901
,16,16,128,7,64,1,1,,Test 1902
,16,16,128,7,64,2,0,,Test 1903
,16,16,128,7,64,2,1,,Test 1904
,16,16,128,7,128,1,0,,Test 1905
,16,16,128,7,128,1,1,,Test 1906
,16,16,128,7,128,2,0,,Test 1907
,16,16,128,7,128,2,1,,Test 1908
,16,16,128,7,256,1,0,,Test 1909
,16,16,128,7,256,1,1,,Test 1910
,16,16,128,7,256,2,0,,Test 1911
,16,16,128,7,256,2,1,,Test 1912
,16,16,128,7,512,1,0,,Test 1913
,16,16,128,7,512,1,1,,Test 1914
,16,16,128,7,512,2,0,,Test 1915
,16,16,128,7,512,2,1,,Test 1916
,16,16,128,7,1024,1,0,,Test 1917
,16,16,128,7,1024,1,1,,Test 1918
,16,16,128,7,1024,2,0,,Test 1919
,16,16,128,7,1024,2,1,,Test 1920
,16,16,256,1,8,1,0,,Test 1921
,16,16,256,1,8,1,1,,Test 1922
,16,16,256,1,8,2,0,,Test 1923
,16,16,256,1,8,2,1,,Test 1924
,16,16,256,1,16,1,0,,Test 1925
,16,16,256,1,16,1,1,,Test 1926
,16,16,256,1,16,2,0,,Test 1927
,16,16,256,1,16,2,1,,Test 1928
